type,plaintext,ciphertext
Caesar,cxnsqqlpgbhqdyqufveizugrxozzwlhjizi,qlbgeezdupvermeitjswniuflcnnkzvxwnw
Vigenere,palahhvprnqlhxscqmgsyzcytabitcmxwvydipxjqvhnfzbgzeqmmahcfksxesotuuury,lubuichtnhgfisegmgwmzuocpurcuxybspoxjkjnmpxhgunkvyggnvtgbeirfnaxqoklz
Columnar,tisdcjqpfoodkgxffiqfltzqhlowpmqpzgpvqiwmqtgmzdfcsochoqysxniasvzb,doihpwdoaxqglwptsszxsofqqizhixtpxtpvgoxbiffzmqmcnxcdqlzmfqsxjkfogqcyvx
Caesar,nbmuepmepewznnuolpijstarfhkrvbmrupsijckjm,ymxfpaxpaphkyyfzwatudelcqsvcgmxcfadtunvux
Vigenere,yefskwtufpqmimdbshrsecvjnctormfmqjbeyyksjhrcxasgnizgwqluejuxevgcbhuesufjehxvtfijoqebhawcmz,lkgcvjzvpadsjwooyibdriwtypzpbxssrtmrezudwnsminyhxtmmxawhkkeirbhmmuafcfspfriizgsubwflsncdwk
Hill,omvldhqakvnbsvyvtuijsvivxtgpqyy,cuxcjwqupzzexjdxmdzhxjndrerjsmbf
Caesar,wfotdunhpuhhnbndkmrwlprememgavftkivmvhttcxcgzecyohpayhdupvslrckschwhnmiewpdvjzsgtybqmojrvjlxrm,yhqvfwpjrwjjpdpfmotynrtgogoicxhvmkxoxjvvezeibgeaqjrcajfwrxuntemuejyjpokgyrfxlbuivadsoqltxlnzto
Caesar,uqkmehmtnebtttvwkfxfrxbubjqhcveebnb,fbvxpsxeypmeeeghvqiqcimfmubsngppmym
Hill,sbfyvyppjiqjwqkhgkjskldsbtkujzqsfmjkxuqncjkpmfpwsujrjlsiuthipizsudhesp,jzlmjogxtgfpsgtlyevgzlzcefgymtmctmjgtylpxxfltvxksmatetamnjdwpktipjxwrz
Hill,wkvdgjvrzqixwznzfgzzjrgnfxdnxqdiukbgjdkoohyhrsdpjghtehjhxjpwfewmqrzsekvoovdwmnjafxcdjs,audepvpygpjblvbgohxatelxxwzsydejsiyjhkacxdllyhxgefjgjvdmfgmxqtyivhedgqsdjxqdjhkpxwfhsl
Hill,suyzjpseqjqeohrtqqtmnjjljxdhjosyttnkgvyejpfxchojklexsuexnplodirlqukkrxouzqcgpm,ggvfdmgybtokjrxsoqcjnydkdqbsqfgipgafphiodmtofljfzrxhggxhnoitozxoosmkxuweebsesh
Caesar,vpzunlborqkqzmlnjqowpzkjpyzlilwornvyveevnyc,rlvqjhxknmgmvihjfmkslvgfluvhehsknjruraarjuy
Columnar,jbsexeobarozqkqnxcacjoyzhyinejdyekwnnom,saqjiemezczjnxjoqahdnernonkxbbkcyyoxoxyewx
Caesar,kmakusghbnjquddioyfpfcpqlxmhgkkmkl,yaoyiguvpbxeirrwcmtdtqdezlavuyyayz
Caesar,vxcaufnylgeqyenbsqobanruchilwvc,prwuozhsfayksyhvmkivuhlowbcfqpw
Caesar,ngjyseuejamjyabfmaodyiggriwjakkwvlumvjgbrorsjrwklvkvatkfyluqq,zsvkeqgqvmyvkmnrymapkussduivmwwihxgyhvsndadevdiwxhwhmfwrkxgcc
Hill,hxsudyxiiolfufuyftohqhgavpygkanfzuoayuclvsucuegwgfhdnqxbmzsnjnhmjzoxgmiinr,yviqlbjjkgcrdekowxjqpqsawzokeairddqaaqvotrgmeywcnesfxfqtlupaonjhchtiguqwwl
Columnar,shbzyslfjdgrylhpamlzihoagkgmgneiqwtskylhwvjsmyqpaqvczxbvkcnmvffafwycwhttdxrksnmuiwwfn,syjyaiggqkwmazkvfwdsinhsdlmhknwyvyqxcfwhxnwxblghlogetljqvbnfytrmwxzfrpzamishspcvmactkufx
Vigenere,felrrpkwaylsahxfijxpwterpxwaouaglqfuijynvhdiyosleilnffcgungnuadicomnfqlxyqggwexcymqbfgl,svneakxnnpnfjckwvazcforicoynxpnxyhhhreleiyfvhjfcrznaoapxheiadvqzpfoaolyolhitfzktldsooby
Vigenere,chgcgvjribdxzoovwiuwmkbgmjbbpkbcjrldrihc,haufezgwbpgvdltoklsajpuuphfyudpfhviikwka
Caesar,ufryegzqwqmuzcbpxszumnbhpeutxvcwmxwxnpeciehebjabhxcqlfjofrfizpouijecfakqjyokyfdrlpla,teqxdfypvpltybaowrytlmagodtswubvlwvwmodbhdgdaizagwbpkeineqehyonthidbezjpixnjxecqkokz
Hill,ahjpuaeqivegrvblflezayhlsdpcacjsphoweoorlweiljwhl,tilrakkyfcuufnpbpdbmcuprxsyhygintjeimsjgensarntgdd
Columnar,avlxxxuhnejwreuikubeqjmjopftxfzldrqxzalxjolncrsgrxrqgcfielygqkoobofnycxuwfoapxlacjzr,xhwiejtlxxngqigonuaarvxeeujpfraorxclkocfxjaxnrkqoxdzjcrgeqbywpclujubmfzqllsrfyofxolz
Columnar,kyyeuifbgvakvrlvuahhgvltxcdnapodujjuhmqwoxddskisalrsblwdqcmxyyvvwercrefcscruknvabybmmcodxydw,ybvalnumdsbcvcsnbdxegrhtajqdalmvrcvmxxkiavgcouokrdyefubcdyfkuvddhxisqyrckyowuvlhxpjwslwxweramyx
Vigenere,xsksljmnfcxcikhdqzdnhhbckldqshvqrkhkdmfvzyjgnzziuslmlqzwbvqfafjpwitudrmqlfguyrvgmhkcqoahdvfqzjtbmoy,gchhkzohomurhajxzjacgxdwtvafrxxkauezcchpiigvmpbcdcibkgbqkfnuzvljfsqjchokupdjxhxavrhrpecbmfcfyzvvvyv
Caesar,zfmlvwgikrteyplqbzdrimziixualjdumheg,ekrqablnpwyjduqvgeiwnrennczfqoizrmjl
Columnar,aqtjiwawfrzsgdprfmvrdxpgzfmqotfbjswnyrnrgznsqugjtsewnhnnvdtfbvuxzxumpeaulcctpyhcgaoccwrzzzmmnkjza,addqwztnuepcmxjzmzbnunfucgzjqfrptysedzuhwnwgrmsgjnvptozaisvfjrghbmcazzawpxonnsvxaycmtrfgfrqwtxlcrk
Vigenere,wbcxwebtxyjaoemoebfeiewedrkcxrarmlgbyqtbwjofhbvvciyshmbqcko,vlbdhdlsdjiknkxnoalphovkoqubdczblrraipzmvtnlsafuitxcgsmpmju
Hill,ifgaqaaiyyfffyadwdwvwknqkjxrpobjjum,hwysmwmccainrvlevsjqmklrvqufddypbtlg
Vigenere,pgvschaghxqyezpbeaigovlmbwzjivnqonszrkuwmbphosokxmkhnkdpoaspxiqoqak,alcphdllouvupewyjwtlvsqimbggnryvvkxvcpbtrxamvptgirresgouvxxlinxlvwv
Columnar,ulsxfygrhtffrdxafohlnbqpzucmrneturmsfstohvhkloilesbzwdxncs,sgfxhqcemthibxxlytdobunrsvosdsufhrfnzrufhlewcxrfalpmtsoklznx
Caesar,cjptlzlsewdglzeyuhvdkawapzpsvcewexheasswqddnsccjvuwawcouivnyuxrvmgfdbgelfovcwwbmphvzyqneza,yflphvhoaszchvauqdrzgwswlvloryasatdawoosmzzjoyyfrqswsykqerjuqtnricbzxcahbkryssxildrvumjavw
Columnar,zleezpmctqsfyqqhkgawdigzupeqyex,zmyauxzskgyxpfgzexlcqwpxeqhiqxetqdex
Columnar,ffiqbdisnubyovebtxsgpwtizurggnhrdranmeniakwjrk,bopgmrsbirixdvwnekibsrawfntzdaqyggnjiethnxfuxurk
Caesar,mhmcbeeopsrwpfrtepjvrelsrcmiaezdrnczcf,lglbaddnorqvoeqsdoiuqdkrqblhzdycqmbybe
Hill,ptbnllfcjvfoujygqrinzmzvamkktxglqbiernkicibgghvadkojkwyahwzadwhkryqpwrcwbuqdgknwz,efgzirxtajhhrkgwrgjsrpstkomgoxrwvwioyjgikqltfajfjnhqwuocrxhbtbhjfllibaacbfbuokbryr
Caesar,cxiyxsigywoesntqadhfisqhcbrctuqseenxaztkezfk,bwhxwrhfxvndrmspzcgehrpgbaqbstprddmwzysjdyej
Caesar,ilicuyuubokjymucujjailzhvvrkvfgv,svsmeieelyutiwemettksvjrffbufpqf
Columnar,tlfmmojtwbhfwdkoxcuhdkihrmpddeedlutlyvhvzkfduviiidzulaikiopv,ofchelkiavmhxidtzilpmbokduvvuoltdhmdvddkfwkdplhuzitjwureyfii
Caesar,spjrgipliyktfyhvucwlgsnvipmwnktfzqoyxsnb,khbjyahdaqclxqznmuodykfnaheofclxrigqpkft
